"","year","ward","cost","category","program","description"
"25769",2022,48,65606.36,"Streets & Transportation","Street Resurfacing (2022)","ON N WINTHROP AVE FROM W BALMORAL AVE (5400 N) TO W CATALPA AVE (5500 N)"
"25770",2022,48,76039.04,"Streets & Transportation","Street Resurfacing (2022)","ON N WINTHROP AVE FROM W GLENLAKE AVE (6100 N) TO W GRANVILLE AVE (6200 N)"
"25771",2022,48,66354.46,"Streets & Transportation","Street Resurfacing (2022)","ON N WINTHROP AVE FROM W THORNDALE AVE (5900 N) TO W GLENLAKE AVE (6100 N)"
"25772",2022,48,2350,"Streets & Transportation","Street Speed Hump (2022)","5539 N WAYNE AVE"
"25773",2022,48,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N KENMORE AVE FROM W GRANVILLE AVE (6200 N) TO W ROSEMONT AVE (6300 N)"
"25774",2022,48,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N WINTHROP AVE FROM W ARDMORE AVE (5800 N) TO W THORNDALE AVE (5900 N)"
"25775",2022,48,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N WINTHROP AVE FROM W BALMORAL AVE (5400 N) TO W CATALPA AVE (5500 N)"
"25776",2022,48,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N WINTHROP AVE FROM W GLENLAKE AVE (6100 N) TO W GRANVILLE AVE (6200 N)"
"25777",2022,48,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N WINTHROP AVE FROM W THORNDALE AVE (5900 N) TO W GLENLAKE AVE (6100 N)"
"25778",2022,48,50000,"Plants, Gardens, & Sustainability","Tree Planting in Various Locations","5533 N BROADWAY"
"25779",2022,49,54820,"Security Cameras","2 LPR/No Camera - 1 SW Jonquil and Sheridan; 1 NW","N SHERIDAN RD & W JONQUIL TER; N GLENWOOD AVE & W MORSE AVE"
"25780",2022,49,10824.04,"Streets & Transportation","Alley Apron (2022)","1611 W WALLEN AVE"
"25781",2022,49,10324.29,"Streets & Transportation","Alley Apron (2022)","1614 W COLUMBIA AVE"
"25782",2022,49,12337.41,"Streets & Transportation","Alley Apron (2022)","1614 W WALLEN AVE"
"25783",2022,49,12461.74,"Streets & Transportation","Alley Apron (2022)","1634 W COLUMBIA AVE"
"25784",2022,49,11524.56,"Streets & Transportation","Alley Apron (2022)","1655 W WALLEN AVE"
"25785",2022,49,10258.37,"Streets & Transportation","Alley Apron (2022)","2006 W JARVIS AVE"
"25786",2022,49,11263.48,"Streets & Transportation","Alley Apron (2022)","2108 W JARVIS AVE"
"25787",2022,49,8076.69,"Streets & Transportation","Alley Apron (2022)","2156 W CHASE AVE"
"25788",2022,49,1446.23,"Streets & Transportation","Alley Apron (2022)","6459 N MAGNOLIA AVE"
"25789",2022,49,14089,"Streets & Transportation","Alley Apron (2022)","6710 N HERMITAGE AVE"
"25790",2022,49,10887.72,"Streets & Transportation","Alley Apron (2022)","7020 N PAULINA ST"
"25791",2022,49,24937.51,"Streets & Transportation","Alley Apron (2022)","7106 N DAMEN AVE"
"25792",2022,49,10446.99,"Streets & Transportation","Alley Apron (2022)","7360 N DAMEN AVE"
"25793",2022,49,13125.25,"Streets & Transportation","Alley Apron (2022)","7552 N OAKLEY AVE"
"25794",2022,49,31729.72,"Streets & Transportation","Alley Resurfacing (2022)","1600 W GREENLEAF AVE; W GREENLEAF AVE & N ASHLAND BLVD&N PAULINA ST & W"
"25795",2022,49,69195.73,"Streets & Transportation","Alley Resurfacing (2022)","6700 N CLARK ST; N CLARK ST & W NORTH SHORE AVE&W PRATT BLVD & N HERMITAGE"
"25796",2022,49,15864.86,"Streets & Transportation","Alley Resurfacing (2022)","7450 N ASHLAND AVE; N ASHLAND AVE & W HOWARD ST; N ASHLAND AVE & N ROGERS"
"25797",2022,49,28895.95,"Streets & Transportation","Alley Resurfacing (2022)","N ASHLAND BLVD & W LUNT AVE&N PAULINA ST & W GREENLEAF AVE; 1600 W LUNT AVE"
"25798",2022,49,20362.31,"Streets & Transportation","Alley Resurfacing (2022)","N LAKEWOOD AVE & W ALBION AVE&W NORTH SHORE AVE & N GLENWOOD AVE; 6600 N"
"25799",2022,49,69440.91,"Streets & Transportation","Alley Resurfacing (2022)","W ARTHUR AVE & N LAKEWOOD AVE&N WAYNE AVE & W DEVON AVE; 1309 W ARTHUR AVE"
"25800",2022,49,58878.2,"Streets & Transportation","Alley Resurfacing (2022)","W BIRCHWOOD AVE & N HOYNE AVE&N SEELEY AVE & W FARGO AVE; 2050 W BIRCHWOOD"
"25801",2022,49,48651.51,"Streets & Transportation","Alley Resurfacing (2022)","W FARWELL AVE & N GREENVIEW AVE&N ASHLAND BLVD & W MORSE AVE; 1500 W"
"25802",2022,49,37586.17,"Streets & Transportation","Alley Resurfacing (2022)","W PRATT BLVD & N GREENVIEW AVE&N ASHLAND BLVD & W FARWELL AVE; 1500 W PRATT"
"25803",2022,49,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","6700 N CLARK ST; N CLARK ST & W NORTH SHORE AVE&W PRATT BLVD & N HERMITAGE"
"25804",2022,49,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","N ASHLAND BLVD & W LUNT AVE&N PAULINA ST & W GREENLEAF AVE; 1600 W LUNT AVE"
"25805",2022,49,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","W BIRCHWOOD AVE & N HOYNE AVE&N SEELEY AVE & W FARGO AVE; 2050 W BIRCHWOOD"
"25806",2022,49,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","W FARWELL AVE & N GREENVIEW AVE&N ASHLAND BLVD & W MORSE AVE; 1500 W"
"25807",2022,49,31914.46,"Streets & Transportation","Arterial Street Bump Outs (2022)","N CLARK ST & W FARWELL AVE"
"25808",2022,49,3270.96,"Streets & Transportation","Bollard (2022)","2017 W JARVIS AVE"
"25809",2022,49,8349.44,"Streets & Transportation","Curb & Gutter (2022)","1667 W FARWELL AVE"
"25810",2022,49,7535.01,"Streets & Transportation","Curb & Gutter (2022)","1830 W MORSE AVE"
"25811",2022,49,438.87,"Streets & Transportation","Curb & Gutter (2022)","7409 N SEELEY AVE"
"25812",2022,49,2637.77,"Streets & Transportation","Curb & Gutter (2022)","7446-7748 N DAMEN AVE"
"25813",2022,49,8545.39,"Lighting","LED Traffic Signal Upgrades & Pedestrian Countdown","N RIDGE BLVD & W FARGO AVE"
"25814",2022,49,660,"Streets & Transportation","Miscellaneous CDOT Projects (2022)","1424 W DEVON AVE"
"25815",2022,49,3900,"Streets & Transportation","Miscellaneous CDOT Projects (2022)","7368 N CLARK ST"
"25816",2022,49,100000,"Parks & Recreation","Sam Leone Park Parking Lot","1222 W TOUHY AVE"
"25817",2022,49,16011.18,"Streets & Transportation","Sidewalk (2022)","1332 W GREENLEAF AVE"
"25818",2022,49,3594.28,"Streets & Transportation","Sidewalk (2022)","1436 W SHERWIN AVE"
"25819",2022,49,5484.4,"Streets & Transportation","Sidewalk (2022)","1445 W LUNT AVE"
"25820",2022,49,969.72,"Streets & Transportation","Sidewalk (2022)","1621 W LUNT AVE"
"25821",2022,49,5206.16,"Streets & Transportation","Sidewalk (2022)","1957 W LUNT AVE"
"25822",2022,49,8745.45,"Streets & Transportation","Sidewalk (2022)","6500 N NEWGARD AVE"
"25823",2022,49,28645.74,"Streets & Transportation","Sidewalk (2022)","7331 N SHERIDAN RD"
"25824",2022,49,6424.16,"Streets & Transportation","Sidewalk (2022)","7601 N EASTLAKE TER"
"25825",2022,49,9325.54,"Streets & Transportation","Sidewalk (2022)","7739 N HERMITAGE AVE"
"25826",2022,49,333000,"Lighting","Street Light Residential Staggered Piggy Back (2022)","ON W NORTH SHORE AVE FROM 1328 W TO N GLENWOOD AVE (1400 W); ON N GLENWOOD"
"25827",2022,49,35551.39,"Streets & Transportation","Street Resurfacing (2022)","ON N BELL AVE FROM 7526 N TO W HOWARD ST (7600 N)"
"25828",2022,49,40279.5,"Streets & Transportation","Street Resurfacing (2022)","ON N DAMEN AVE FROM W BIRCHWOOD AVE (7500 N) TO W HOWARD ST (7599 N)"
"25829",2022,49,30461.2,"Streets & Transportation","Street Resurfacing (2022)","ON N HOYNE AVE FROM W BIRCHWOOD AVE (7500 N) TO W HOWARD ST (7600 N)"
"25830",2022,49,41838.27,"Streets & Transportation","Street Resurfacing (2022)","ON N SEELEY AVE FROM W FARGO AVE (7420 N) TO W BIRCHWOOD AVE (7500 N)"
"25831",2022,49,73550.55,"Streets & Transportation","Street Resurfacing (2022)","ON N WINCHESTER AVE FROM N ROGERS AVE (7330 N) TO W FARGO AVE (7400 N)"
"25832",2022,49,85802.77,"Streets & Transportation","Street Resurfacing (2022)","ON W ESTES AVE FROM N SHERIDAN RD (1300 W) TO N GLENWOOD AVE (1400 W)"
"25833",2022,49,4700,"Streets & Transportation","Street Speed Hump (2022)","ON N PAULINA ST FROM W HOWARD ST (7600 N) TO W JONQUIL TER (7700 N)"
"25834",2022,49,5729.14,"Parks & Recreation","Willye White Park Contiguous Pathway","1610 W HOWARD ST"
"25835",2022,50,11942.98,"Streets & Transportation","Alley Apron (2022)","ON W ROSEMONT AVE FROM N FRANCISCO AVE (2900 W) TO N RICHMOND ST (2930 W);"
"25836",2022,50,1259.02,"Streets & Transportation","Alley Resurfacing (2022)","N MOZART ST & W DEVON AVE&W ARTHUR AVE & N FRANCISCO AVE"
"25837",2022,50,37458.96,"Streets & Transportation","Alley Resurfacing (2022)","N TALMAN AVE & W GRANVILLE AVE&W ROSEMONT AVE & N WASHTENAW AVE"
"25838",2022,50,700,"Streets & Transportation","Alley Speed Hump (2022)","N MOZART ST & W GLENLAKE AVE&W GRANVILLE AVE & N FRANCISCO AVE; 6111 N"
"25839",2022,50,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","N TALMAN AVE & W GRANVILLE AVE&W ROSEMONT AVE & N WASHTENAW AVE"
"25840",2022,50,3774.85,"Streets & Transportation","Collector Street - Miscellaneous Concrete (2022)","ON W ROSEMONT AVE FROM N HARDING AVE (3950 W) TO N DRAKE AVE (3530 W)"
"25841",2022,50,30901.97,"Streets & Transportation","Curb & Gutter (2022)","N SACRAMENTO AVE & W GLENLAKE AVE"
"25842",2022,50,28784.75,"Streets & Transportation","Street Bump Outs (2022)","N BELL AVE & W ESTES AVE"
"25843",2022,50,14130.98,"Streets & Transportation","Street Bump Outs (2022)","N SACRAMENTO AVE & W CHASE AVE"
"25844",2022,50,232937.3,"Lighting","Street Light Residential Staggered Piggy Back (2022)","ON N ROCKWELL ST FROM W ALBION AVE (6600 N) TO W PRATT BLVD (6800 N)"
"25845",2022,50,500,"Lighting","Street Light Upgrade (2022)","2833 W TOUHY AVE"
"25846",2022,50,50642.98,"Streets & Transportation","Street Resurfacing (2022)","N ALBANY AVE & W PETERSON AVE"
"25847",2022,50,26245.24,"Streets & Transportation","Street Resurfacing (2022)","ON N ALBANY AVE FROM W TOUHY AVE (7200 N) TO W JARLATH ST (7230 N)"
"25848",2022,50,65953.82,"Streets & Transportation","Street Resurfacing (2022)","ON N CAMPBELL AVE FROM W NORTH SHORE AVE (6700 N) TO W PRATT BLVD (6800 N)"
"25849",2022,50,34432.04,"Streets & Transportation","Street Resurfacing (2022)","ON N CAMPBELL AVE FROM W SHERWIN AVE (7330 N) TO W FARGO AVE (7430 N)"
"25850",2022,50,49554.79,"Streets & Transportation","Street Resurfacing (2022)","ON N CLAREMONT AVE FROM W DEVON AVE (6400 N) TO W ARTHUR AVE (6500 N)"
"25851",2022,50,58181.1,"Streets & Transportation","Street Resurfacing (2022)","ON N CLAREMONT AVE FROM W JARVIS AVE (7400 N) TO W BIRCHWOOD AVE (7500 N)"
"25852",2022,50,50560.84,"Streets & Transportation","Street Resurfacing (2022)","ON N FRANCISCO AVE FROM W DEVON AVE (6400 N) TO W ARTHUR AVE (6500 N)"
"25853",2022,50,29346.1,"Streets & Transportation","Street Resurfacing (2022)","ON N MAPLEWOOD AVE FROM W JEROME ST (7529 N) TO W HOWARD ST (7600 N)"
"25854",2022,50,26354.38,"Streets & Transportation","Street Resurfacing (2022)","ON N OAKLEY AVE FROM W GREENLEAF AVE (7040 N) TO W ESTES AVE (7100 N)"
"25855",2022,50,52219.2,"Streets & Transportation","Street Resurfacing (2022)","ON N OAKLEY AVE FROM W JARVIS AVE (7400 N) TO W BIRCHWOOD AVE (7500 N)"
"25856",2022,50,55822.04,"Streets & Transportation","Street Resurfacing (2022)","ON N RICHMOND ST FROM W ALBION AVE (6600 N) TO W NORTH SHORE AVE (6700 N)"
"25857",2022,50,54286.21,"Streets & Transportation","Street Resurfacing (2022)","ON N RICHMOND ST FROM W GLENLAKE AVE (6100 N) TO W GRANVILLE AVE (6200 N)"
"25858",2022,50,52437.82,"Streets & Transportation","Street Resurfacing (2022)","ON N ROCKWELL ST FROM W ALBION AVE (6600 N) TO W NORTH SHORE AVE (6700 N)"
"25859",2022,50,56164.22,"Streets & Transportation","Street Resurfacing (2022)","ON N TALMAN AVE FROM W ARTHUR AVE (6500 N) TO W ALBION AVE (6600 N)"
"25860",2022,50,48019.63,"Streets & Transportation","Street Resurfacing (2022)","ON N TALMAN AVE FROM W ROSEMONT AVE (6300 N) TO W DEVON AVE (6400 N)"
"25861",2022,50,47405.24,"Streets & Transportation","Street Resurfacing (2022)","ON W BIRCHWOOD AVE FROM N CALIFORNIA AVE (2800 W) TO N FRANCISCO AVE (2900 W)"
"25862",2022,50,38375.67,"Streets & Transportation","Street Resurfacing (2022)","ON W FITCH AVE FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W)"
"25863",2022,50,22548.11,"Streets & Transportation","Street Resurfacing (2022)","ON W GLENLAKE AVE FROM N CHRISTIANA AVE (3340 W) TO N KIMBALL AVE (3400 W)"
"25864",2022,50,103110.9,"Streets & Transportation","Street Resurfacing (2022)","ON W GLENLAKE AVE FROM N DRAKE AVE (3530 W) TO N LAWNDALE AVE (3700 W)"
"25865",2022,50,53274.74,"Streets & Transportation","Street Resurfacing (2022)","ON W GREENLEAF AVE FROM N WASHTENAW AVE (2700 W) TO N CALIFORNIA AVE (2800 W)"
"25866",2022,50,42403.18,"Streets & Transportation","Street Resurfacing (2022)","ON W JARVIS AVE FROM N CLAREMONT AVE (2330 W) TO N OAKLEY AVE (2300 W)"
"25867",2022,50,27454.67,"Streets & Transportation","Street Resurfacing (2022)","ON W JARVIS AVE FROM N CLAREMONT AVE (2330 W) TO N WESTERN AVE (2400 W)"
"25868",2022,50,29019.73,"Streets & Transportation","Street Resurfacing (2022)","ON W JEROME ST FROM N MAPLEWOOD AVE (2532 W) TO N ROCKWELL ST (2600 W)"
"25869",2022,50,38363.03,"Streets & Transportation","Street Resurfacing (2022)","ON W NORTH SHORE AVE FROM N CALIFORNIA AVE (2800 W) TO N MOZART ST (2830 W)"
"25870",2022,50,4673.5,"Streets & Transportation","Street Speed Hump (2022)","6300 N CAMPBELL AVE"
"25871",2022,50,1960,"Streets & Transportation","Street Speed Hump (2022)","6338 N TROY ST; ON N TROY ST FROM W ROSEMONT AVE (6300 N) TO W DEVON AVE (6400"
"25872",2022,50,4700,"Streets & Transportation","Street Speed Hump (2022)","ON N MAPLEWOOD AVE FROM W ARTHUR AVE (6500 N) TO W ALBION AVE (6600 N)"
"25873",2022,50,4700,"Streets & Transportation","Street Speed Hump (2022)","ON N ROCKWELL ST FROM W ALBION AVE (6600 N) TO W NORTH SHORE AVE (6700 N)"
"25874",2022,50,4700,"Streets & Transportation","Street Speed Hump (2022)","ON N TALMAN AVE FROM W ARTHUR AVE (6500 N) TO W ALBION AVE (6600 N)"
"25875",2022,50,4700,"Streets & Transportation","Street Speed Hump (2022)","ON W SHERWIN AVE FROM N FRANCISCO AVE (2900 W) TO N SACRAMENTO AVE (3000 W)"
"25876",2022,50,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N CLAREMONT AVE FROM W JARVIS AVE (7400 N) TO W BIRCHWOOD AVE (7500 N)"
"25877",2022,50,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W JARVIS AVE FROM N CLAREMONT AVE (2330 W) TO N OAKLEY AVE (2300 W)"
"25878",2022,50,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W JARVIS AVE FROM N CLAREMONT AVE (2330 W) TO N WESTERN AVE (2400 W)"
"25879",2023,1,38716,"Streets & Transportation","Alley Resurfacing (2023)","W SUPERIOR ST & N PAULINA ST&N WOOD ST & W HURON ST; 1757 W SUPERIOR ST"
"25880",2023,1,0,"Streets & Transportation","Alley Speed Hump Replacement (2023)","W SUPERIOR ST & N PAULINA ST&N WOOD ST & W HURON ST; 1757 W SUPERIOR ST"
"25881",2023,1,150000,"Streets & Transportation","Arterial Street Bump Outs (2023)","N ASHLAND AVE & W HURON ST"
"25882",2023,1,100000,"Streets & Transportation","Arterial Street Bump Outs (2023)","N ASHLAND AVE & W OHIO ST"
"25883",2023,1,100000,"Bike Infrastructure","Bike Lane/Marked Shared Lane (2023)","ON N PAULINA ST FROM W GRAND AVE (500 N) TO W AUGUSTA BLVD (1000 N)"
"25884",2023,1,43441.95,"Streets & Transportation","Concrete Alley (2023)","W ARMITAGE AVE & N WHIPPLE ST&N ALBANY AVE & W CORTLAND ST"
"25885",2023,1,94353.88,"Streets & Transportation","Curb & Gutter (2023)","W BELDEN AVE & N TALMAN AVE"
"25886",2023,1,100000,"Parks & Recreation","Logan Square Skate Park Renovation (Haas Park)","2402 N WASHTENAW AVE"
"25887",2023,1,660,"Streets & Transportation","Miscellaneous CDOT Projects (2023)","1900 W OHIO ST"
"25888",2023,1,660,"Streets & Transportation","Miscellaneous CDOT Projects (2023)","1958 W DIVISION ST"
"25889",2023,1,761,"Streets & Transportation","Miscellaneous CDOT Projects (2023)","827 N WOOD ST"
"25890",2023,1,8000,"Streets & Transportation","Pavement Markings (2023)","ON N ASHLAND AVE FROM W GRAND AVE (500 N) TO W CHICAGO AVE (800 N)"
"25891",2023,1,10000,"Streets & Transportation","Pavement Markings (2023)","W FULLERTON AVE & N CAMPBELL AVE"
"25892",2023,1,50000,"Streets & Transportation","Pavement Markings (2023)","W FULLERTON AVE & N TALMAN AVE"
"25893",2023,1,28149.75,"Streets & Transportation","Pedestrian Refuge Island (2023)","N WESTERN AVE & W CHARLESTON ST"
"25894",2023,1,375000,"Bike Infrastructure","Protected Bike Lane (2023)","ON N CALIFORNIA AVE FROM W BLOOMINGDALE AVE (1800 N) TO W LOGAN BLVD N (2600 N)"
"25895",2023,1,5062.01,"Streets & Transportation","Sidewalk (2023)","1056 N PAULINA ST"
"25896",2023,1,7034.99,"Streets & Transportation","Sidewalk (2023)","2221 W SUPERIOR ST"
"25897",2023,1,8165.46,"Streets & Transportation","Sidewalk (2023)","N CALIFORNIA AVE & W NORTH AVE"
"25898",2023,1,10535.38,"Streets & Transportation","Street Bump Outs (2023)","1310-1314 N OAKLEY BLVD"
"25899",2023,1,20933.39,"Streets & Transportation","Street Bump Outs (2023)","1700 W LE MOYNE ST; W LE MOYNE ST & N PAULINA ST"
"25900",2023,1,29913.24,"Streets & Transportation","Street Bump Outs (2023)","W CRYSTAL ST & N WOOD ST"
"25901",2023,1,14871.92,"Streets & Transportation","Street Bump Outs (2023)","W LE MOYNE ST & N WOOD ST"
"25902",2023,1,21337.03,"Streets & Transportation","Street Bump Outs (2023)","W PIERCE AVE & N PAULINA ST; 1700 W PIERCE AVE"
"25903",2023,1,30232.73,"Streets & Transportation","Street Bump Outs (2023)","W POTOMAC AVE & N WOOD ST"
"25904",2023,1,10748.74,"Streets & Transportation","Street Resurfacing (2023)","ON N HERMITAGE AVE FROM W GRAND AVE (500 N) TO W OHIO ST (600 N)"
"25905",2023,1,95717.96,"Streets & Transportation","Street Resurfacing (2023)","ON N WICKER PARK AVE FROM W EVERGREEN AVE (1400 N) TO N DAMEN AVE (1550 N)"
"25906",2023,1,84704.56,"Streets & Transportation","Street Resurfacing (2023)","ON W SCHILLER ST FROM N WICKER PARK AVE (1900 W) TO N DAMEN AVE (2000 W)"
"25907",2023,1,2440,"Streets & Transportation","Street Speed Hump (2023)","1370 N DEAN ST"
"25908",2023,1,2440,"Streets & Transportation","Street Speed Hump (2023)","ON N ARTESIAN AVE FROM W ALTGELD ST (2500 N) TO W LOGAN BLVD S (2600 N)"
"25909",2023,1,4880,"Streets & Transportation","Street Speed Hump (2023)","ON N CAMPBELL AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N)"
"25910",2023,1,4880,"Streets & Transportation","Street Speed Hump (2023)","ON N MAPLEWOOD AVE FROM W ALTGELD ST (2500 N) TO N AVONDALE AVE (2610 N)"
"25911",2023,1,4880,"Streets & Transportation","Street Speed Hump (2023)","ON N MAPLEWOOD AVE FROM W BELDEN AVE (2300 N) TO W ALTGELD ST (2500 N)"
"25912",2023,1,4880,"Streets & Transportation","Street Speed Hump (2023)","ON N RICHMOND ST FROM W CORTLAND ST (1900 N) TO W ARMITAGE AVE (2000 N)"
"25913",2023,1,4880,"Streets & Transportation","Street Speed Hump (2023)","ON N SAWYER AVE FROM W CORTLAND ST (1900 N) TO W ARMITAGE AVE (2000 N)"
"25914",2023,1,4880,"Streets & Transportation","Street Speed Hump (2023)","ON N WICKER PARK AVE FROM N WOOD ST (1320 N) TO N WOLCOTT AVE (1370 N)"
"25915",2023,1,4880,"Streets & Transportation","Street Speed Hump (2023)","ON W HADDON AVE FROM N HOYNE AVE (2100 W) TO N LEAVITT ST (2200 W)"
"25916",2023,1,7320,"Streets & Transportation","Street Speed Hump (2023)","ON W HURON ST FROM N NOBLE ST (1400 W) TO N ASHLAND AVE (1600 W)"
"25917",2023,1,9760,"Streets & Transportation","Street Speed Hump (2023)","ON W PEARSON ST FROM N ASHLAND AVE (1600 W) TO N WOOD ST (1800 W)"
"25918",2023,1,2440,"Streets & Transportation","Street Speed Hump (2023)","ON W POTOMAC AVE FROM N LEAVITT ST (2200 W) TO N OAKLEY BLVD (2300 W)"
"25919",2023,1,2440,"Streets & Transportation","Street Speed Hump (2023)","ON W SCHUBERT AVE FROM N FRANCISCO AVE (2900 W) TO N SACRAMENTO AVE (3000 W)"
